Flight freeze,Position freeze,Roll Euler angle,Pitch Euler angle,Angle of attack,Heading,Altitude,Vertical dev'n from glidepath,Horizontal dev'n,Right Sidestick pitch,Right Sidestick roll,Reposition,WOW_L,WOW_R,WOW_N
0.0,0.0,1.0746574942455718,2.7287286270496467,4.8454088942949145,65.38876768600112,2662.682946493462,-0.03327961283367732,-0.10699375857447463,0.0,0.6339760658352862,0.0,0.0,0.0,0.0
0.0,0.0,0.9418672634796661,2.738768171180379,4.884436596523631,65.4841136932373,2653.1123102361544,-0.031192953910001316,-0.10836656967347301,0.0,0.38163497231223453,0.0,0.0,0.0,0.0
0.0,0.0,0.6179185629538869,2.7487619337828235,4.939366029656449,65.5657134678053,2643.317064368208,-0.029179500577890392,-0.10979731915437661,0.0,3.5510980668275245,0.0,0.0,0.0,0.0
0.0,0.0,-0.6143249591643162,2.7640525210987423,5.000026291066948,65.52387393604626,2633.573336514562,-0.02731679917567156,-0.11121174439110533,0.0,0.14018147641962228,0.0,0.0,0.0,0.0
0.0,0.0,-1.042540130515891,2.748723785082499,5.029373814662301,65.35678561528526,2623.63012695313,-0.025528697413392355,-0.11260785969595118,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.0320585590341815,2.733265410298885,5.068553426991337,65.18357832535455,2613.236413043482,-0.023820989765226844,-0.11397064072282434,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.9491503213314302,2.7276099032544074,5.118918053647306,65.04262786215926,2602.7191915309204,-0.022242196221300914,-0.11527515963671049,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.8509589226349542,2.7264124310534945,5.170862809471461,64.92295522275181,2592.055234162706,-0.020830940495690578,-0.11649408823122155,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.7413647352380954,2.726027326380949,5.221935738908483,64.8120943434695,2580.7906312333803,-0.019614695789332094,-0.1176002945037599,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.6356769482294718,2.72596111297607,5.267255369822184,64.71884053548179,2569.95009765625,-0.01845387932327057,-0.1187154304650096,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.5263280247120148,2.7265873310413795,5.311672545493916,64.63550778652757,2558.499766248339,-0.017351408825909822,-0.11984473847328356,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.41839214743569847,2.728138663047965,5.3529287382613795,64.56654890193495,2546.988610555961,-0.016357074989828947,-0.12094243979731284,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.31285112632645495,2.730466159184774,5.390829043918186,64.51229349772136,2535.563867187501,-0.015479019284248342,-0.12199351572328174,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.205513777885031,2.733525144292954,5.426773081434534,64.47022214848944,2523.791727268954,-0.014678035961820714,-0.12303999621183316,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.09738501296801992,2.7371316552162175,5.460381789640947,64.4402309764515,2511.796647505329,-0.013948734638027175,-0.12408837320452405,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.008396121073100322,2.7410422907935232,5.491044976976183,64.42386050754122,2499.8474880642398,-0.013300354157884926,-0.12512364503410123,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.11762307049787563,2.74535427922788,5.5204430974048115,64.42042508332628,2487.333453634512,-0.012705334199025557,-0.12618986225646456,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.22209298272024489,2.749569524418224,5.546787099404767,64.43309125033292,2475.047574129974,-0.012191169556568961,-0.12723310901360077,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3252144171748049,2.753742461980775,5.570724509483163,64.46288317303328,2462.893123183143,-0.011741158985641114,-0.1282739708589952,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.43308120896649915,2.7579520469488115,5.5928735622139865,64.50268678886948,2450.6782226562514,-0.011339653110088317,-0.12934204901373658,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.546048828711112,2.7620666474103945,5.613976448774338,64.55444542566936,2437.9492645263686,-0.010970782663207482,-0.13048895945151642,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6501950849878028,2.7656359926183165,5.632299047835331,64.61495582093586,2425.9478266289925,-0.010671416158847341,-0.13159061778098977,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7592890001833436,2.7691421955823916,5.6505113641420985,64.69419511159262,2413.051467895511,-0.010394813512296727,-0.13281441479921327,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8642257682301782,2.7722678672183645,5.666926438158207,64.78439140319826,2400.499189897017,-0.010167204520919109,-0.13405324857343348,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9699949492578921,2.7751179415246696,5.682396017986795,64.88944178042208,2387.716595193619,-0.009973750976116736,-0.1353843306069787,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0768855628760003,2.7776854971180804,5.696982404460078,65.01024412072225,2374.686650815219,-0.009817486527659274,-0.13680613267680855,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.1779172023137414,2.7803477234310585,5.710436079237199,65.13689931233723,2362.3098632812535,-0.009704419142670064,-0.13821989629003736,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.2841647837472998,2.791873797126436,5.7307870388031015,65.28380717401919,2349.1955884850568,-0.009613510970350141,-0.1397882223777148,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.3857980484658126,2.7969593545223805,5.7408713584250615,65.43842023484247,2336.52407122673,-0.009550316041295777,-0.14142052385401208,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.4893221932908747,2.7955770337063335,5.746878810550856,65.61006844562031,2323.5198762313207,-0.00951410024224411,-0.14312686414822304,0.0,0.10865641547286,0.0,0.0,0.0,0.0
0.0,0.0,1.5190541176568904,2.79536409605117,5.756595974876769,65.7906804765974,2310.592662992936,-0.009504745270879463,-0.14480789041235329,0.0,1.829895656733284,0.0,0.0,0.0,0.0
0.0,0.0,0.9581213986331766,2.805274085565048,5.779200380498711,65.93180795149368,2297.7986450195335,-0.009522143264555076,-0.14672805402766576,0.0,2.1086302778937616,0.0,0.0,0.0,0.0
0.0,0.0,0.20588299551087894,2.809385781702788,5.787465002225792,65.95053515226944,2285.2206022843097,-0.009562282843272266,-0.1487041076888208,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.063280557282269,2.7987407445907575,5.780965924263,65.90844154357912,2271.7675170898474,-0.009622806450352,-0.15085176005959475,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.12110660158925567,2.790945360395643,5.781327851613363,65.88874070909289,2258.938688151046,-0.009700103207594771,-0.1529223408963944,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.21106858486714583,2.7884896578996083,5.788114371507064,65.89613508141557,2245.799534009852,-0.009807560410674447,-0.15505866965521936,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.30703033032742416,2.788377387957139,5.795873826200311,65.91976009715687,2233.18328857422,-0.009939115134660436,-0.15711078047752391,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4110393184562061,2.7885135717170195,5.803000427955804,65.95822498410249,2220.1133039607566,-0.010106097300385324,-0.1592905625354415,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5172262042760849,2.788371432911264,5.809087373993613,66.01786648143424,2206.8520729758548,-0.010302654700353726,-0.16153346713293673,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6275734152904775,2.7884044647216766,5.814441303874171,66.0934368399687,2193.8760787609026,-0.01052243134743252,-0.1637996695069378,0.0,0.07749139708141954,0.0,0.0,0.0,0.0
0.0,0.0,0.7083866233411044,2.7888432430184418,5.820100421490877,66.17902108897333,2180.37583326257,-0.010770005133488907,-0.16617134083872245,0.0,1.5432806274165265,0.0,0.0,0.0,0.0
0.0,0.0,0.29905446919989065,2.797709241826484,5.836202530150719,66.23341807913273,2167.510524019285,-0.010993904850267338,-0.16821858477085178,0.0,1.8061537349477714,0.0,0.0,0.0,0.0
0.0,0.0,-0.27567930271228164,2.8002944688002263,5.839145978291829,66.1894726753235,2154.0216369628934,-0.01127637055469678,-0.17069556284695864,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.3285946751182729,2.7929149649359974,5.832690303975886,66.10661749406296,2140.926985307177,-0.011561234629797667,-0.17311831089583293,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.24415833028880032,2.78791485049508,5.831084478985181,66.0456199645996,2127.801813299009,-0.011856255206194804,-0.17553781379352923,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.13845546997111766,2.786768332771633,5.833628250204998,66.01067136681596,2114.683498216714,-0.012165675061228473,-0.1779487560624661,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.025593046341901265,2.7872110916220625,5.83693866107775,65.99426733929178,2101.594949473509,-0.012491806207791625,-0.18035967874786143,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.09293846015564408,2.787762305953288,5.839615095745435,65.99259636618874,2088.340809215199,-0.012842267413030944,-0.1828414286402138,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.21396783447783935,2.7880994081497166,5.841610794482025,66.00547823698625,2075.0003927479643,-0.013210179770122416,-0.18535792503667906,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.33229411178165,2.788303581873574,5.843162610795762,66.03225589328343,2061.983371310766,-0.013582219473189753,-0.18783890538745468,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4515942836061438,2.788439395579886,5.8444855568256795,66.07366586238778,2048.79818141207,-0.013975894871227275,-0.19041229911307084,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5694911850823294,2.7885248237185993,5.845621479882133,66.1289333767361,2035.6807535807302,-0.014382352307438864,-0.19302934904893262,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6894475172977058,2.7885318580938847,5.8466023328352925,66.20091060716277,2022.1810277822094,-0.01481617648838735,-0.19579172712199563,0.0,0.4506448385666835,0.0,0.0,0.0,0.0
0.0,0.0,0.43007665562132996,2.7982856730620074,5.86352127790451,66.27255439758305,2008.8350499471044,-0.01525566267082469,-0.19858369355400407,-0.052138379774987705,4.0310281614462555,0.0,0.0,0.0,0.0
0.0,0.0,-1.1490536120202817,2.8314327610863597,5.898694165547693,66.19090830485025,1995.516528320316,-0.015695839954747094,-0.2014056199126775,-0.06995109385914293,1.6148035738203255,0.0,0.0,0.0,0.0
0.0,0.0,-2.1023311244116876,2.8207001262240925,5.878561316596138,65.8938044230143,1982.765416124131,-0.016102603409025418,-0.2039573854870267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-2.2020759305288635,2.7881907418716776,5.850076497987261,65.53854299146076,1969.476199127909,-0.01649679793694684,-0.2063307110653368,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-2.1306966976685975,2.773124147545209,5.8449555960568516,65.23301211270419,1956.4015197753913,-0.016937888015738953,-0.20878060500730153,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-2.0265618662039424,2.773526216546695,5.853337506453198,64.95693858464557,1942.8795216878282,-0.01742393158686659,-0.21116814327736685,-0.6661306073268256,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.9115162595458641,2.9135878552561207,5.991906611815744,64.70650913404381,1929.8743976095461,-0.017815030868286674,-0.21329923330441772,-2.9747196280437955,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.786531013111735,3.285349890243175,6.241537493328716,64.45869108688001,1916.811094771984,-0.017803003231799862,-0.2153249875057575,-1.280009449914443,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.6578421077945025,3.5688890435478915,6.351388194344261,64.22725157304241,1904.4069824218743,-0.017254296563227037,-0.21723880754275757,-3.734815900976009,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.5279337877318997,4.044164742742265,6.562812112626576,64.00224685668944,1892.646295456662,-0.015613008645318822,-0.21907135844230652,-0.3391210181372508,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.4050894561021237,4.098798907321435,6.370177455570388,63.81477720841121,1882.7425218665082,-0.013266578701365274,-0.22068831680909434,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.278820779588486,3.9850610044267456,6.163740242852106,63.639645385742185,1873.2393256293406,-0.010237112475766055,-0.2222446060842941,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.155856902599332,3.948163042068479,6.124385290145874,63.48090415954591,1864.0792944335967,-0.006946069234982106,-0.2236750820279122,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.0300261475319086,3.962072089661001,6.161757347195647,63.33244093074355,1854.6086794831062,-0.003517041724651686,-0.22504657160404112,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.9075408034854466,3.9805268128713,6.209762732187908,63.20276777479385,1845.2566704644094,-0.00026008898728632226,-0.22628935509257836,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.7841182208579519,3.990046076152635,6.254992713098943,63.087242872818635,1835.6739050823728,0.003024710048718887,-0.2275053097502046,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.6657825814353094,3.9924316141340435,6.297434022691516,62.99094373914929,1826.2869764539937,0.006077121301657575,-0.22861697442001747,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.5386562723180522,3.9913506352383163,6.3441133084504475,62.90392693229344,1815.9815541143028,0.009242023786772847,-0.22976718842983257,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.42120791179068545,3.9890390558445703,6.38801001487894,62.838526056167915,1806.284164104061,0.01198702432373736,-0.23077813456667254,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.29833837482664316,3.986238559087119,6.4339579794141954,62.784685940212675,1795.918077256947,0.014703552031682629,-0.23180536528428403,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.18074772887759755,3.983708704842462,6.477390480041505,62.748265499538846,1785.7276095920133,0.017191684825552833,-0.2327858404980767,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.060173421684238775,3.9816936598883745,6.5205361896091025,62.726422119140615,1775.0572835286478,0.01959607783291076,-0.2337849679920408,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.06052832335064357,3.9805017872290196,6.561784635890614,62.72021163593637,1764.1685374866836,0.021722732916135662,-0.23472743921659217,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.17155828868800937,3.9805978319861666,6.601033882661299,62.72985363006591,1753.1941334117548,0.023868537253954183,-0.23575716838240632,-0.052581480619582364,0.8064463336698026,0.0,0.0,0.0,0.0
0.0,0.0,0.06584943349783634,3.9927080025275523,6.648751030365627,62.73883517583213,1742.1551564534493,0.025640064151957628,-0.2366710687056186,-0.05720943833390874,0.6091837286949159,0.0,0.0,0.0,0.0
0.0,0.0,-0.025473694203214485,3.9975581010182704,6.679676278432211,62.719165717230915,1731.0360568576396,0.027451377444797084,-0.23766571614477353,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.05337609305198109,3.9891226069871757,6.6992933583814045,62.69944372842476,1719.4689004587603,0.02925327476547209,-0.23871512329855626,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.15660274028778093,3.985058452772055,6.722666906273882,62.70044061411985,1708.461871603264,0.030862392736193935,-0.2397169205157652,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2687167648862048,3.985875728653697,6.749864869001435,62.722047759265436,1696.859535775536,0.03245320770798659,-0.24078699655649113,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3822484246709129,3.9890780665657743,6.775502161546185,62.75977984341709,1685.3514126864359,0.03391072340309619,-0.2418561005456881,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5003555975854393,3.992970744768778,6.799046178658806,62.81368414560953,1673.5151519775402,0.035324293266360975,-0.2429911301781733,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6153070357712832,3.9968027472496037,6.819266752763229,62.88043663718485,1662.0353116122162,0.03663578714159402,-0.24414774199778402,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7325613924435207,4.000637156622753,6.837735425858271,62.96279416765486,1650.3092535109765,0.03791772024262518,-0.2453906791550771,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8522180570496452,4.004404354095458,6.8547855801052515,63.06260172526043,1638.263666449657,0.03917683934171996,-0.24674009382724776,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9682778275531285,4.007834393045178,6.869843752487848,63.175333437712304,1626.4886633831554,0.040360269663126565,-0.24814434025598614,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0887394083870772,4.011085785759822,6.88409145143297,63.309346262613936,1614.2087293836828,0.041551919364266915,-0.24971404373645786,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.2060830748599507,4.013927542645,6.896692669909934,63.45413133372429,1602.28231413468,0.042677627147539775,-0.2513655586087187,0.0,0.03815960495368289,0.0,0.0,0.0,0.0
0.0,0.0,1.2957183572981075,4.016863558027481,6.9088258425394695,63.60873065524634,1590.580129665798,0.04375060639447637,-0.25311137172910897,-0.018485574258698373,1.115728106763627,0.0,0.0,0.0,0.0
0.0,0.0,1.1408985536149214,4.02688174552106,6.928352792212302,63.76107463430848,1578.3286860039918,0.0448259321299005,-0.25503535854055526,-0.2886890550243093,1.5860899762904392,0.0,0.0,0.0,0.0
0.0,0.0,0.6020339290763057,4.091061924779137,6.9970483669014865,63.85287173958714,1566.365035655888,0.045961341539094626,-0.25708427332168415,-1.0562461309654783,2.7572341353394254,0.0,0.0,0.0,0.0
0.0,0.0,-0.2994639444682334,4.252217769622804,7.118272823757596,63.81253551907012,1554.3821641710076,0.047342639085319334,-0.25918214983410315,-0.06160107718573689,0.1133758650885689,0.0,0.0,0.0,0.0
0.0,0.0,-0.5897351158989801,4.284680875142414,7.082849725087485,63.68029293484156,1542.710991753475,0.048964039981365184,-0.2612846427493624,0.19588408205244232,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.555715352959103,4.040377791722618,6.81259068383111,63.55717256334092,1531.0066216362864,0.05043856120771833,-0.26315857701831374,2.7280139181349017,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.4670950366391073,3.136650996738011,6.132268937428794,63.47780498928495,1519.2296902126739,0.050819325778219446,-0.2652105192343394,0.7945646365483613,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.36535156680190023,2.860723303711933,6.28588684745457,63.4185314178467,1505.8581463357714,0.0499197622032269,-0.2671563204215921,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.25289598615332093,3.1069226319139647,6.714373859492215,63.36944224617699,1491.010109641338,0.047767077318646704,-0.2692004327069631,0.4831427118994975,0.21901491013440244,0.0,0.0,0.0,0.0
0.0,0.0,-0.14051367818041038,3.1585073826160843,6.797999239982444,63.33485372015772,1476.3080509266986,0.04471364815501456,-0.27116493151542986,0.08266215882402791,0.03637000854979174,0.0,0.0,0.0,0.0
0.0,0.0,-0.028136274466911953,3.2392030874888103,6.873664061228433,63.31514036390519,1461.2803141276067,0.04139862971173393,-0.27315886947843765,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.08793283205317408,3.332626705584316,6.9017887426459295,63.31217069211215,1445.7221467391316,0.038054912715502404,-0.2752745922492898,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.19741048249933463,3.357806030909221,6.854419708251954,63.324413214789516,1431.394316948786,0.03517510948909652,-0.27728808323542287,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3103006024693333,3.348306872123896,6.785403318183368,63.35083850594454,1416.9868618277621,0.03252502270909242,-0.2793898235919863,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42335277001063015,3.3286865552266445,6.7239759021335175,63.391319105360225,1402.7543538411458,0.030096112936735177,-0.2815638250774807,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5356250100947443,3.3082218271620754,6.674917860234036,63.44711685180664,1388.6532138256332,0.027823110051611612,-0.2838104677961228,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6506476566195487,3.2881714165210716,6.634585297107698,63.52085895538333,1374.306631469728,0.025619207415729754,-0.28616886809468267,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.760578020759251,3.27032162313876,6.60288211573725,63.60345450691556,1360.8407141644022,0.0235414484353817,-0.28853531440962904,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8630326057589331,3.253001506938489,6.57449722290039,63.70360627285272,1346.673146802326,0.021351537992094827,-0.2911619620267732,0.0,1.0061362538226801,0.0,0.0,0.0,0.0
0.0,0.0,0.626598392359235,3.243819144639104,6.559016227722167,63.79324418848209,1333.0281205610795,0.019231156996366672,-0.29383174329996087,0.0,2.26605844497681,0.0,0.0,0.0,0.0
